id_evento,usuario,area,hora,volumen_mb,carpetas_distintas,fuera_de_horario,pais,pais_inusual,clasificacion_forense
EV1709,ti_i02,ti_infraestructura,3.41,348.7,28,1,CR,0,normal
EV0994,vent11,ventas_campo,15.14,58.7,3,0,CR,0,normal
EV0582,sopo06,soporte_de_equipos,3.81,76.7,9,1,CR,0,normal
EV0133,cont12,contabilidad,12.49,33.8,7,0,CR,0,normal
EV1714,ti_i05,ti_infraestructura,0.0,448.2,26,1,CR,0,normal
EV0829,sopo07,soporte_de_equipos,7.42,134.4,12,0,CR,0,normal
EV1597,lega01,legal,15.09,16.1,2,0,CR,0,normal
EV0987,vent11,ventas_campo,14.32,76.9,8,0,CR,0,normal
EV1939,ti_i04,ti_infraestructura,5.33,264.9,19,1,CR,0,normal
EV0369,cont03,contabilidad,9.91,49.5,1,0,CR,0,normal
EV0733,sopo06,soporte_de_equipos,15.49,204.3,9,0,CR,0,normal
EV1355,lega01,legal,9.51,23.1,2,0,CR,0,normal
EV0126,cont09,contabilidad,11.24,48.8,6,0,CR,0,normal
EV1603,lega06,legal,11.84,17.0,3,0,CR,0,normal
EV1551,lega04,legal,10.46,28.1,2,0,CR,0,normal
EV0257,cont12,contabilidad,9.1,36.0,5,0,CR,0,normal
EV1955,ti_i06,ti_infraestructura,0.0,372.1,33,1,CR,0,normal
EV1474,lega04,legal,12.78,11.5,4,0,CR,0,normal
EV0290,cont11,contabilidad,9.65,36.9,3,0,CR,0,normal
EV0778,sopo09,soporte_de_equipos,6.21,169.4,14,1,CR,0,normal
EV0082,cont03,contabilidad,8.85,47.7,5,0,CR,0,normal
EV0054,cont09,contabilidad,9.27,36.5,5,0,CR,0,normal
EV1406,lega03,legal,10.71,15.9,2,0,CR,0,normal
EV0558,sopo01,soporte_de_equipos,16.79,116.7,9,0,CR,0,normal
EV0041,cont03,contabilidad,12.85,41.9,5,0,CR,0,normal
EV1121,vent02,ventas_campo,13.08,26.1,8,0,CR,0,normal
EV0262,cont01,contabilidad,12.3,31.7,7,0,CR,0,normal
EV1872,ti_i05,ti_infraestructura,2.66,340.7,24,1,CR,0,normal
EV0956,vent11,ventas_campo,16.61,55.2,9,0,CR,0,normal
EV0084,cont14,contabilidad,9.68,51.1,5,0,CR,0,normal
EV1645,lega08,legal,8.79,31.1,3,0,CR,0,normal
EV1206,vent04,ventas_campo,14.85,95.5,5,0,CR,0,normal
EV1544,lega04,legal,10.5,28.2,4,0,CR,0,normal
EV0807,sopo10,soporte_de_equipos,12.45,124.6,11,0,CR,0,normal
EV0031,cont14,contabilidad,7.25,47.5,4,0,CR,0,normal
EV0514,cont03,contabilidad,8.28,34.6,3,0,CR,0,normal
EV0977,vent04,ventas_campo,13.46,64.9,4,0,NI,0,normal
EV1289,vent04,ventas_campo,18.59,64.8,5,0,CR,0,normal
EV1741,ti_i06,ti_infraestructura,1.99,345.4,25,1,CR,0,normal
EV1003,vent04,ventas_campo,14.65,39.7,8,0,PA,0,normal
EV1260,vent10,ventas_campo,18.76,53.0,7,0,GT,0,normal
EV1297,vent09,ventas_campo,14.84,66.8,5,0,CR,0,normal
EV1583,lega02,legal,12.03,9.8,2,0,CR,0,normal
EV1923,ti_i02,ti_infraestructura,1.45,256.7,29,1,CR,0,normal
EV0839,sopo03,soporte_de_equipos,1.77,81.9,14,1,CR,0,normal
EV1823,ti_i05,ti_infraestructura,0.8,268.6,17,1,CR,0,normal
EV1862,ti_i02,ti_infraestructura,0.0,243.8,19,1,CR,0,normal
EV0049,cont08,contabilidad,8.76,22.0,4,0,CR,0,normal
EV1183,vent07,ventas_campo,15.06,65.8,7,0,PA,0,normal
EV1844,ti_i01,ti_infraestructura,1.78,345.4,35,1,CR,0,normal
EV0468,cont07,contabilidad,10.47,48.0,3,0,CR,0,normal
EV0154,cont06,contabilidad,9.04,44.0,3,0,CR,0,normal
EV1560,lega01,legal,10.93,15.6,2,0,CR,0,normal
EV1863,ti_i05,ti_infraestructura,0.0,149.5,21,1,CR,0,normal
EV0395,cont13,contabilidad,9.87,26.9,5,0,CR,0,normal
EV0124,cont04,contabilidad,9.92,38.9,5,0,CR,0,normal
EV0356,cont04,contabilidad,12.38,39.4,3,0,CR,0,normal
EV0135,cont06,contabilidad,10.82,38.2,4,0,CR,0,normal
EV0269,cont02,contabilidad,11.16,39.4,2,0,CR,0,normal
EV0386,cont13,contabilidad,10.56,42.7,5,0,CR,0,normal
EV0610,sopo10,soporte_de_equipos,8.73,114.6,12,0,CR,0,normal
EV0221,cont06,contabilidad,8.67,30.4,6,0,CR,0,normal
EV0042,cont10,contabilidad,9.72,22.7,6,0,CR,0,normal
EV0220,cont13,contabilidad,7.38,36.4,1,0,CR,0,normal
EV0598,sopo04,soporte_de_equipos,23.43,173.6,13,1,CR,0,normal
EV1250,vent06,ventas_campo,9.52,26.3,13,0,CR,0,normal
EV1239,vent12,ventas_campo,10.32,68.0,6,0,PA,0,normal
EV0681,sopo09,soporte_de_equipos,6.04,108.6,11,1,CR,0,normal
EV1074,vent06,ventas_campo,14.51,15.7,6,0,CR,0,normal
EV1896,ti_i05,ti_infraestructura,2.36,189.7,29,1,CR,0,normal
EV0841,sopo11,soporte_de_equipos,16.06,126.5,14,0,CR,0,normal
EV0542,sopo03,soporte_de_equipos,16.55,65.2,11,0,CR,0,normal
EV1042,vent03,ventas_campo,13.15,60.4,2,0,CR,0,normal
EV1479,lega03,legal,12.03,16.8,1,0,CR,0,normal
EV1359,lega07,legal,11.14,24.5,3,0,CR,0,normal
EV1870,ti_i04,ti_infraestructura,3.95,185.8,20,1,CR,0,normal
EV1199,vent11,ventas_campo,17.33,81.6,7,0,PA,0,normal
EV1317,vent09,ventas_campo,14.26,37.3,1,0,GT,0,normal
EV1284,vent10,ventas_campo,14.45,59.3,4,0,GT,0,normal
EV0979,vent12,ventas_campo,16.46,70.8,4,0,PA,0,normal
EV1083,vent05,ventas_campo,21.99,74.0,4,1,CR,0,normal
EV1569,lega01,legal,11.49,30.3,3,0,CR,0,normal
EV1971,svc_respaldo,ti_infraestructura,1.98,837.7,66,1,CR,0,respaldo_programado
EV1776,ti_i04,ti_infraestructura,0.64,345.2,20,1,CR,0,normal
EV1222,vent03,ventas_campo,11.16,68.0,7,0,CR,0,normal
EV1811,ti_i02,ti_infraestructura,1.76,286.6,19,1,CR,0,normal
EV1975,svc_respaldo,ti_infraestructura,2.44,989.0,67,1,CR,0,respaldo_programado
EV1873,ti_i04,ti_infraestructura,0.63,366.3,19,1,CR,0,normal
EV1404,lega02,legal,11.04,44.6,3,0,CR,0,normal
EV0337,cont02,contabilidad,9.59,48.1,7,0,CR,0,normal
EV0233,cont08,contabilidad,9.97,48.4,4,0,CR,0,normal
EV1824,ti_i05,ti_infraestructura,0.22,393.6,23,1,CR,0,normal
EV1414,lega07,legal,11.28,21.4,3,0,CR,0,normal
EV0159,cont10,contabilidad,11.77,51.4,4,0,CR,0,normal
EV0469,cont09,contabilidad,9.43,41.2,4,0,CR,0,normal
EV1779,ti_i03,ti_infraestructura,2.93,376.6,25,1,CR,0,normal
EV1988,svc_respaldo,ti_infraestructura,3.71,1057.3,65,1,CR,0,respaldo_programado
EV1026,vent10,ventas_campo,15.94,87.4,5,0,CR,0,normal
EV1099,vent04,ventas_campo,19.67,44.9,8,1,CR,0,normal
EV1118,vent11,ventas_campo,12.19,54.3,6,0,GT,0,normal
EV0586,sopo09,soporte_de_equipos,23.9,112.9,14,1,CR,0,normal
EV0206,cont07,contabilidad,7.94,58.1,3,0,CR,0,normal
EV0004,cont12,contabilidad,11.34,43.0,5,0,CR,0,normal
EV0870,sopo01,soporte_de_equipos,14.24,136.4,11,0,CR,0,normal
EV0896,sopo10,soporte_de_equipos,22.35,125.3,15,1,CR,0,normal
EV1122,vent10,ventas_campo,16.07,42.5,4,0,CR,0,normal
EV1834,ti_i02,ti_infraestructura,3.25,161.3,22,1,CR,0,normal
EV1456,lega03,legal,10.27,18.6,2,0,CR,0,normal
EV1051,vent02,ventas_campo,19.53,92.1,8,1,CR,0,normal
EV0694,sopo02,soporte_de_equipos,10.9,114.0,16,0,CR,0,normal
EV1708,ti_i04,ti_infraestructura,3.0,333.7,30,1,CR,0,normal
EV1644,lega08,legal,11.46,26.7,1,0,CR,0,normal
EV0715,sopo10,soporte_de_equipos,11.19,76.6,11,0,CR,0,normal
EV1803,ti_i01,ti_infraestructura,4.99,280.2,24,1,CR,0,normal
EV1127,vent03,ventas_campo,16.79,66.9,7,0,NI,0,normal
EV1987,svc_respaldo,ti_infraestructura,3.14,999.0,62,1,CR,0,respaldo_programado
EV1732,ti_i03,ti_infraestructura,0.64,323.7,28,1,CR,0,normal
EV1052,vent04,ventas_campo,15.64,90.0,5,0,CR,0,normal
EV1105,vent01,ventas_campo,18.72,36.0,5,0,CR,0,normal
EV1195,vent01,ventas_campo,17.9,72.7,8,0,NI,0,normal
EV1780,ti_i01,ti_infraestructura,2.25,385.3,21,1,CR,0,normal
EV0158,cont10,contabilidad,8.2,54.6,4,0,CR,0,normal
EV1048,vent03,ventas_campo,13.07,60.6,6,0,NI,0,normal
EV0524,sopo04,soporte_de_equipos,23.9,117.4,5,1,CR,0,normal
EV0463,cont10,contabilidad,12.27,25.8,5,0,CR,0,normal
EV0653,sopo06,soporte_de_equipos,23.9,176.3,13,1,CR,0,normal
EV0161,cont10,contabilidad,9.09,53.4,4,0,CR,0,normal
EV0306,cont05,contabilidad,9.28,33.3,4,0,CR,0,normal
EV0657,sopo01,soporte_de_equipos,16.08,79.0,12,0,CR,0,normal
EV0548,sopo02,soporte_de_equipos,12.16,143.4,13,0,CR,0,normal
EV0714,sopo07,soporte_de_equipos,19.81,49.0,6,1,CR,0,normal
EV0396,cont10,contabilidad,11.44,36.6,6,0,CR,0,normal
EV0784,sopo06,soporte_de_equipos,15.89,132.4,11,0,CR,0,normal
EV0400,cont01,contabilidad,11.82,49.3,2,0,CR,0,normal
EV0799,sopo01,soporte_de_equipos,23.17,105.7,14,1,CR,0,normal
EV0619,sopo09,soporte_de_equipos,10.2,93.3,11,0,CR,0,normal
EV1534,lega01,legal,11.19,18.6,5,0,CR,0,normal
EV0509,cont06,contabilidad,11.73,36.9,2,0,CR,0,normal
EV1771,ti_i05,ti_infraestructura,5.87,228.3,21,1,CR,0,normal
EV0737,sopo09,soporte_de_equipos,13.7,124.7,14,0,CR,0,normal
EV1962,ti_i02,ti_infraestructura,2.1,304.7,31,1,CR,0,normal
EV1666,ti_i01,ti_infraestructura,2.95,277.0,23,1,CR,0,normal
EV1719,ti_i03,ti_infraestructura,1.86,212.2,24,1,CR,0,normal
EV0868,sopo06,soporte_de_equipos,18.78,106.8,15,0,CR,0,normal
EV0460,cont08,contabilidad,8.95,26.8,5,0,CR,0,normal
EV0934,sopo11,soporte_de_equipos,22.49,142.8,13,1,CR,0,normal
EV0063,cont12,contabilidad,7.78,42.4,3,0,CR,0,normal
EV1820,ti_i05,ti_infraestructura,2.34,387.1,32,1,CR,0,normal
EV0872,sopo08,soporte_de_equipos,17.06,184.0,8,0,CR,0,normal
EV0955,vent04,ventas_campo,22.55,112.9,7,1,GT,0,normal
EV1575,lega08,legal,11.07,23.4,5,0,CR,0,normal
EV0458,cont09,contabilidad,10.2,41.2,5,0,CR,0,normal
EV0936,sopo10,soporte_de_equipos,7.9,157.7,11,0,CR,0,normal
EV0479,cont04,contabilidad,9.25,49.1,2,0,CR,0,normal
EV1124,vent06,ventas_campo,17.77,81.9,8,0,CR,0,normal
EV1478,lega06,legal,9.56,29.7,2,0,CR,0,normal
EV0871,sopo02,soporte_de_equipos,18.46,89.5,15,0,CR,0,normal
EV0791,sopo11,soporte_de_equipos,5.92,113.8,15,1,CR,0,normal
EV0618,sopo01,soporte_de_equipos,13.59,129.4,14,0,CR,0,normal
EV1847,ti_i04,ti_infraestructura,2.59,291.1,20,1,CR,0,normal
EV1628,lega08,legal,12.3,19.3,4,0,CR,0,normal
EV1412,lega04,legal,8.5,9.6,4,0,CR,0,normal
EV1139,vent02,ventas_campo,18.3,73.6,4,0,CR,0,normal
EV1616,lega03,legal,10.2,33.2,4,0,CR,0,normal
EV0348,cont08,contabilidad,7.91,31.5,3,0,CR,0,normal
EV1489,lega02,legal,11.42,33.5,3,0,CR,0,normal
EV1982,svc_respaldo,ti_infraestructura,2.56,982.2,65,1,CR,0,respaldo_programado
EV1910,ti_i04,ti_infraestructura,3.3,369.5,19,1,CR,0,normal
EV0761,sopo04,soporte_de_equipos,11.05,118.4,12,0,CR,0,normal
EV0447,cont03,contabilidad,8.32,40.4,4,0,CR,0,normal
EV0651,sopo05,soporte_de_equipos,20.92,58.2,14,1,CR,0,normal
EV1230,vent08,ventas_campo,18.38,37.3,6,0,GT,0,normal
EV1877,ti_i05,ti_infraestructura,1.97,381.0,32,1,CR,0,normal
EV0380,cont01,contabilidad,10.9,30.6,1,0,CR,0,normal
EV0565,sopo03,soporte_de_equipos,22.58,155.4,12,1,CR,0,normal
EV1354,lega05,legal,11.17,11.0,3,0,CR,0,normal
EV1731,ti_i02,ti_infraestructura,3.18,309.7,14,1,CR,0,normal
EV1276,vent09,ventas_campo,11.66,113.6,4,0,CR,0,normal
EV1909,ti_i03,ti_infraestructura,1.32,221.3,20,1,CR,0,normal
EV0949,sopo03,soporte_de_equipos,9.38,106.6,9,0,CR,0,normal
EV0921,sopo02,soporte_de_equipos,23.9,109.1,11,1,CR,0,normal
EV0232,cont04,contabilidad,13.04,15.6,6,0,CR,0,normal
EV1319,vent09,ventas_campo,10.42,61.9,5,0,CR,0,normal
EV0383,cont07,contabilidad,9.44,36.7,2,0,CR,0,normal
EV1170,vent08,ventas_campo,16.22,93.9,5,0,GT,0,normal
EV1207,vent02,ventas_campo,21.66,73.6,5,1,CR,0,normal
EV0073,cont11,contabilidad,8.06,23.7,3,0,CR,0,normal
EV0071,cont10,contabilidad,5.01,40.7,5,1,CR,0,normal
EV1345,lega01,legal,8.74,26.3,2,0,CR,0,normal
EV1017,vent02,ventas_campo,22.67,54.1,6,1,GT,0,normal
EV0172,cont02,contabilidad,10.59,53.6,4,0,CR,0,normal
EV1135,vent06,ventas_campo,18.89,79.7,5,0,CR,0,normal
EV0169,cont04,contabilidad,10.63,43.1,4,0,CR,0,normal
EV0494,cont08,contabilidad,8.86,44.5,5,0,CR,0,normal
EV1349,lega05,legal,11.65,36.3,3,0,CR,0,normal
EV1021,vent03,ventas_campo,13.16,52.7,9,0,CR,0,normal
EV0986,vent08,ventas_campo,14.69,53.1,8,0,CR,0,normal
EV0894,sopo01,soporte_de_equipos,18.48,111.7,13,0,CR,0,normal
EV0273,cont03,contabilidad,12.47,16.3,7,0,CR,0,normal
EV1288,vent04,ventas_campo,12.26,66.1,3,0,GT,0,normal
EV0421,cont14,contabilidad,8.51,9.1,5,0,CR,0,normal
EV0095,cont04,contabilidad,10.16,31.2,7,0,CR,0,normal
EV1543,lega04,legal,10.02,24.3,5,0,CR,0,normal
EV1574,lega01,legal,10.96,7.4,2,0,CR,0,normal
EV1585,lega06,legal,11.2,18.4,2,0,CR,0,normal
EV0043,cont09,contabilidad,9.89,29.8,6,0,CR,0,normal
EV0057,cont10,contabilidad,8.69,44.5,1,0,CR,0,normal
EV1947,ti_i01,ti_infraestructura,4.81,286.7,29,1,CR,0,normal
EV1103,vent09,ventas_campo,14.97,41.0,7,0,CR,0,normal
EV1864,ti_i06,ti_infraestructura,2.62,374.1,26,1,CR,0,normal
EV1281,vent08,ventas_campo,15.15,65.8,5,0,CR,0,normal
EV0889,sopo10,soporte_de_equipos,14.48,98.6,12,0,CR,0,normal
EV0575,sopo08,soporte_de_equipos,12.74,131.8,14,0,CR,0,normal
EV0039,cont06,contabilidad,10.42,24.9,6,0,CR,0,normal
EV0307,cont03,contabilidad,10.15,31.8,3,0,CR,0,normal
EV1006,vent07,ventas_campo,16.05,87.2,4,0,GT,0,normal
EV0007,cont03,contabilidad,10.87,12.1,2,0,CR,0,normal
EV1178,vent07,ventas_campo,13.61,67.5,5,0,CR,0,normal
EV0783,sopo02,soporte_de_equipos,10.22,126.4,12,0,CR,0,normal
EV0409,cont05,contabilidad,10.96,44.2,4,0,CR,0,normal
EV1267,vent01,ventas_campo,13.37,59.3,5,0,PA,0,normal
EV0782,sopo06,soporte_de_equipos,22.3,151.7,9,1,CR,0,normal
EV0167,cont12,contabilidad,9.74,35.2,5,0,CR,0,normal
EV0535,sopo04,soporte_de_equipos,14.02,129.8,8,0,CR,0,normal
EV0584,sopo09,soporte_de_equipos,15.99,130.8,11,0,CR,0,normal
EV1331,lega06,legal,11.42,30.2,4,0,CR,0,normal
EV1898,ti_i01,ti_infraestructura,3.07,400.1,25,1,CR,0,normal
EV1420,lega04,legal,11.85,18.5,3,0,CR,0,normal
EV1229,vent09,ventas_campo,16.51,56.0,6,0,CR,0,normal
EV1799,ti_i02,ti_infraestructura,2.64,314.1,23,1,CR,0,normal
EV1886,ti_i01,ti_infraestructura,0.9,287.6,23,1,CR,0,normal
EV1619,lega06,legal,10.49,20.1,5,0,CR,0,normal
EV1115,vent08,ventas_campo,10.17,56.8,7,0,CR,0,normal
EV1068,vent08,ventas_campo,15.28,72.3,6,0,NI,0,normal
EV0814,sopo06,soporte_de_equipos,16.85,154.5,10,0,CR,0,normal
EV0317,cont09,contabilidad,8.57,37.6,5,0,CR,0,normal
EV1280,vent04,ventas_campo,20.97,55.4,5,1,CR,0,normal
EV1717,ti_i05,ti_infraestructura,1.76,306.7,28,1,CR,0,normal
EV0517,cont06,contabilidad,9.82,17.1,4,0,CR,0,normal
EV1848,ti_i03,ti_infraestructura,1.23,242.8,22,1,CR,0,normal
EV1664,ti_i06,ti_infraestructura,3.03,410.7,21,1,CR,0,normal
EV1563,lega03,legal,10.1,25.7,3,0,CR,0,normal
EV0534,sopo04,soporte_de_equipos,13.46,129.4,12,0,CR,0,normal
EV0174,cont12,contabilidad,8.27,28.3,2,0,CR,0,normal
EV1040,vent10,ventas_campo,16.89,78.1,7,0,GT,0,normal
EV0272,cont03,contabilidad,10.31,29.6,4,0,CR,0,normal
EV0549,sopo06,soporte_de_equipos,8.59,106.3,13,0,CR,0,normal
EV0669,sopo03,soporte_de_equipos,13.65,87.9,17,0,CR,0,normal
EV1633,lega08,legal,11.87,15.0,3,0,CR,0,normal
EV0454,cont05,contabilidad,11.65,40.8,6,0,CR,0,normal
EV0965,vent03,ventas_campo,11.94,77.4,6,0,CR,0,normal
EV0607,sopo11,soporte_de_equipos,18.21,123.6,13,0,CR,0,normal
EV1693,ti_i02,ti_infraestructura,1.95,309.5,25,1,CR,0,normal
EV1626,lega01,legal,11.34,11.3,2,0,CR,0,normal
EV0805,sopo02,soporte_de_equipos,23.9,120.0,11,1,CR,0,normal
EV0599,sopo02,soporte_de_equipos,19.2,94.7,12,1,CR,0,normal
EV1034,vent01,ventas_campo,18.01,49.7,6,0,GT,0,normal
EV1599,lega03,legal,10.42,21.9,1,0,CR,0,normal
EV1264,vent01,ventas_campo,11.35,46.6,5,0,CR,0,normal
EV0752,sopo07,soporte_de_equipos,14.0,112.3,12,0,CR,0,normal
EV0571,sopo01,soporte_de_equipos,16.28,172.1,9,0,CR,0,normal
EV0976,vent10,ventas_campo,13.35,80.1,8,0,GT,0,normal
EV0075,cont01,contabilidad,10.75,47.4,5,0,CR,0,normal
EV0062,cont08,contabilidad,11.1,36.9,6,0,CR,0,normal
EV1835,ti_i04,ti_infraestructura,4.17,320.4,14,1,CR,0,normal
EV0537,sopo09,soporte_de_equipos,13.8,132.8,12,0,CR,0,normal
EV1978,svc_respaldo,ti_infraestructura,3.11,712.4,60,1,CR,0,respaldo_programado
EV0810,sopo02,soporte_de_equipos,20.56,116.1,15,1,CR,0,normal
EV0245,cont03,contabilidad,10.47,29.3,3,0,CR,0,normal
EV1096,vent11,ventas_campo,12.57,52.6,6,0,CR,0,normal
EV1439,lega08,legal,12.68,28.4,3,0,CR,0,normal
EV0106,cont11,contabilidad,8.53,49.3,5,0,CR,0,normal
EV0674,sopo02,soporte_de_equipos,15.74,122.9,17,0,CR,0,normal
EV0643,sopo04,soporte_de_equipos,19.53,96.3,10,1,CR,0,normal
EV1279,vent07,ventas_campo,17.48,98.9,11,0,CR,0,normal
EV0666,sopo10,soporte_de_equipos,16.72,97.1,12,0,CR,0,normal
EV0510,cont02,contabilidad,12.02,36.2,1,0,CR,0,normal
EV0132,cont08,contabilidad,9.48,37.6,3,0,CR,0,normal
EV0445,cont07,contabilidad,10.59,35.8,6,0,CR,0,normal
EV0867,sopo01,soporte_de_equipos,2.1,104.2,16,1,CR,0,normal
EV1995,cont03,contabilidad,21.4,210.0,34,1,NG,1,incidente_confirmado
EV1767,ti_i01,ti_infraestructura,5.55,299.5,25,1,CR,0,normal
EV0058,cont03,contabilidad,9.86,28.8,4,0,CR,0,normal
EV1649,lega05,legal,9.77,8.3,3,0,CR,0,normal
EV1532,lega05,legal,11.2,17.8,4,0,CR,0,normal
EV1126,vent07,ventas_campo,15.52,68.4,6,0,CR,0,normal
EV0087,cont07,contabilidad,9.08,34.0,4,0,CR,0,normal
EV1882,ti_i04,ti_infraestructura,4.71,312.2,33,1,CR,0,normal
EV0772,sopo04,soporte_de_equipos,23.9,131.4,18,1,CR,0,normal
EV1224,vent04,ventas_campo,17.52,63.0,6,0,CR,0,normal
EV0709,sopo08,soporte_de_equipos,13.18,128.8,13,0,CR,0,normal
EV1549,lega07,legal,8.55,36.0,3,0,CR,0,normal
EV1332,lega01,legal,10.08,22.5,2,0,CR,0,normal
EV1554,lega01,legal,13.14,25.4,5,0,CR,0,normal
EV0539,sopo10,soporte_de_equipos,14.86,142.4,8,0,CR,0,normal
EV1428,lega06,legal,11.94,18.8,3,0,CR,0,normal
EV1172,vent10,ventas_campo,13.81,34.6,3,0,CR,0,normal
EV1545,lega08,legal,12.9,6.0,3,0,CR,0,normal
EV1299,vent04,ventas_campo,13.87,92.6,6,0,GT,0,normal
EV0419,cont11,contabilidad,10.44,40.0,4,0,CR,0,normal
EV1951,ti_i02,ti_infraestructura,2.26,198.7,22,1,CR,0,normal
EV1694,ti_i04,ti_infraestructura,3.87,317.1,20,1,CR,0,normal
EV1450,lega05,legal,9.24,12.2,5,0,CR,0,normal
EV0852,sopo05,soporte_de_equipos,15.57,122.6,11,0,CR,0,normal
EV1738,ti_i04,ti_infraestructura,6.2,280.1,26,1,CR,0,normal
EV1715,ti_i02,ti_infraestructura,1.47,240.2,21,1,CR,0,normal
EV1680,ti_i03,ti_infraestructura,3.35,284.6,31,1,CR,0,normal
EV1751,ti_i04,ti_infraestructura,4.91,467.0,19,1,CR,0,normal
EV1756,ti_i02,ti_infraestructura,4.58,258.8,33,1,CR,0,normal
EV1718,ti_i05,ti_infraestructura,5.33,175.1,21,1,CR,0,normal
EV1784,ti_i02,ti_infraestructura,2.1,274.9,19,1,CR,0,normal
EV0305,cont04,contabilidad,9.68,16.3,2,0,CR,0,normal
EV1507,lega06,legal,10.99,24.8,2,0,CR,0,normal
EV0336,cont04,contabilidad,9.93,41.4,5,0,CR,0,normal
EV0996,vent02,ventas_campo,17.32,79.7,5,0,CR,0,normal
EV0570,sopo11,soporte_de_equipos,17.32,153.4,9,0,CR,0,normal
EV0089,cont12,contabilidad,8.9,41.4,2,0,CR,0,normal
EV0875,sopo11,soporte_de_equipos,18.25,143.5,14,0,CR,0,normal
EV1618,lega01,legal,10.99,19.7,3,0,CR,0,normal
EV1514,lega06,legal,9.77,5.9,2,0,CR,0,normal
EV0713,sopo02,soporte_de_equipos,5.52,125.6,11,1,CR,0,normal
EV1735,ti_i06,ti_infraestructura,4.9,347.4,21,1,CR,0,normal
EV1838,ti_i03,ti_infraestructura,1.06,221.7,21,1,CR,0,normal
EV1372,lega02,legal,10.44,16.0,2,0,CR,0,normal
EV0222,cont11,contabilidad,8.17,51.2,6,0,CR,0,normal
EV0320,cont13,contabilidad,8.29,40.1,5,0,CR,0,normal
EV1744,ti_i04,ti_infraestructura,2.9,468.6,29,1,CR,0,normal
EV0879,sopo02,soporte_de_equipos,13.99,139.9,11,0,CR,0,normal
EV1790,ti_i01,ti_infraestructura,2.74,329.0,18,1,CR,0,normal
EV0826,sopo04,soporte_de_equipos,11.22,122.7,15,0,CR,0,normal
EV1972,svc_respaldo,ti_infraestructura,2.8,969.3,68,1,CR,0,respaldo_programado
EV1458,lega01,legal,13.06,17.0,4,0,CR,0,normal
EV0139,cont06,contabilidad,10.72,41.7,3,0,CR,0,normal
EV0164,cont11,contabilidad,10.04,21.4,6,0,CR,0,normal
EV1893,ti_i01,ti_infraestructura,3.19,248.6,34,1,CR,0,normal
EV1698,ti_i05,ti_infraestructura,4.63,279.9,26,1,CR,0,normal
EV0961,vent06,ventas_campo,13.99,63.5,3,0,CR,0,normal
EV1692,ti_i03,ti_infraestructura,3.14,252.7,17,1,CR,0,normal
EV1234,vent03,ventas_campo,15.27,39.4,6,0,CR,0,normal
EV1171,vent03,ventas_campo,16.86,73.6,6,0,CR,0,normal
EV1917,ti_i04,ti_infraestructura,0.18,241.1,17,1,CR,0,normal
EV1529,lega08,legal,12.45,12.5,3,0,CR,0,normal
EV1793,ti_i03,ti_infraestructura,5.43,108.1,34,1,CR,0,normal
EV0634,sopo06,soporte_de_equipos,23.9,61.2,12,1,CR,0,normal
EV1180,vent06,ventas_campo,19.16,57.0,4,1,CR,0,normal
EV0656,sopo11,soporte_de_equipos,13.35,123.0,11,0,CR,0,normal
EV0017,cont09,contabilidad,10.28,27.1,4,0,CR,0,normal
EV1620,lega05,legal,9.94,23.5,4,0,CR,0,normal
EV1157,vent09,ventas_campo,12.86,70.9,5,0,CR,0,normal
EV0138,cont01,contabilidad,10.98,41.0,5,0,CR,0,normal
EV1286,vent09,ventas_campo,19.56,66.8,3,1,PA,0,normal
EV0698,sopo02,soporte_de_equipos,8.22,150.9,13,0,CR,0,normal
EV1098,vent07,ventas_campo,19.64,49.3,9,1,CR,0,normal
EV1605,lega03,legal,9.24,37.4,3,0,CR,0,normal
EV0449,cont11,contabilidad,7.81,40.3,2,0,CR,0,normal
EV1883,ti_i05,ti_infraestructura,0.42,316.0,36,1,CR,0,normal
EV0328,cont13,contabilidad,9.82,43.3,8,0,CR,0,normal
EV0318,cont02,contabilidad,10.9,21.4,3,0,CR,0,normal
EV1865,ti_i05,ti_infraestructura,1.0,255.0,30,1,CR,0,normal
EV0527,sopo11,soporte_de_equipos,15.16,124.4,13,0,CR,0,normal
EV0088,cont06,contabilidad,10.4,45.2,4,0,CR,0,normal
EV1625,lega04,legal,12.83,31.9,2,0,CR,0,normal
EV0149,cont10,contabilidad,10.15,28.5,4,0,CR,0,normal
EV1612,lega06,legal,11.15,36.5,4,0,CR,0,normal
EV1200,vent01,ventas_campo,16.11,52.8,11,0,CR,0,normal
EV1634,lega04,legal,10.89,18.6,3,0,CR,0,normal
EV0366,cont05,contabilidad,9.91,36.9,6,0,CR,0,normal
EV0590,sopo07,soporte_de_equipos,19.94,113.8,13,1,CR,0,normal
EV1503,lega02,legal,11.24,16.0,3,0,CR,0,normal
EV0199,cont13,contabilidad,7.33,24.1,5,0,CR,0,normal
EV1884,ti_i06,ti_infraestructura,4.33,426.8,14,1,CR,0,normal
EV0193,cont04,contabilidad,11.26,26.7,4,0,CR,0,normal
EV0405,cont11,contabilidad,11.1,49.5,5,0,CR,0,normal
EV1565,lega04,legal,9.21,24.6,4,0,CR,0,normal
EV1973,svc_respaldo,ti_infraestructura,3.95,970.0,68,1,CR,0,respaldo_programado
EV0484,cont01,contabilidad,8.62,30.5,7,0,CR,0,normal
EV1944,ti_i04,ti_infraestructura,3.82,413.4,23,1,CR,0,normal
EV0792,sopo02,soporte_de_equipos,14.61,167.2,13,0,CR,0,normal
